Date,High,Low,Open,Close,Volume,Adj Close
2000-01-03,20.453115463256836,19.509124755859375,20.433448791503906,19.66645622253418,3401000.0,13.05229663848877
2000-01-04,19.64678955078125,18.565135955810547,19.233795166015625,18.860132217407227,5350100.0,12.517149925231934
2000-01-05,18.958463668823242,18.407804489135742,18.860132217407227,18.486469268798828,6204400.0,12.26916217803955
2000-01-06,19.45012664794922,17.896474838256836,18.407804489135742,19.3714599609375,9770100.0,12.856513023376465
2000-01-07,20.354782104492188,19.07646369934082,19.3714599609375,20.138452529907227,6348000.0,13.365549087524414
2000-01-10,20.531780242919922,20.040119171142578,20.138452529907227,20.33511734008789,3909200.0,13.496077537536621
2000-01-11,20.2761173248291,19.804122924804688,20.256450653076172,19.863121032714844,3511600.0,13.182816505432129
2000-01-12,20.61044692993164,19.863121032714844,19.882787704467773,20.31545066833496,4023600.0,13.483023643493652
2000-01-13,20.728445053100586,20.138452529907227,20.197450637817383,20.531780242919922,3347000.0,13.626592636108398
2000-01-14,20.531780242919922,19.823787689208984,20.531780242919922,20.079452514648438,4831800.0,13.326393127441406
2000-01-18,19.961454391479492,18.938798904418945,19.823787689208984,19.7451229095459,7745700.0,13.10450553894043
2000-01-19,19.981121063232422,19.01746368408203,19.627124786376953,19.09613037109375,5754000.0,12.673774719238281
2000-01-20,19.29279327392578,18.270137786865234,19.214128494262695,18.663467407226562,6102000.0,12.386630058288574
2000-01-21,19.194461822509766,18.270137786865234,18.72246742248535,19.07646369934082,7201900.0,12.660723686218262
2000-01-24,20.059785842895508,18.72246742248535,19.66645622253418,18.879798889160156,8651100.0,12.530205726623535
2000-01-25,18.76180076599121,17.621145248413086,18.683134078979492,17.896474838256836,8228100.0,11.877591133117676
2000-01-26,18.250471115112305,17.424480438232422,17.896474838256836,17.935808181762695,7009300.0,11.903694152832031
2000-01-27,18.053808212280273,16.991819381713867,17.935808181762695,17.365482330322266,6155400.0,11.525175094604492
2000-01-28,17.345815658569336,16.20516014099121,17.286815643310547,16.441158294677734,11385800.0,10.91171646118164
2000-01-31,16.91315269470215,16.460824966430664,16.55915641784668,16.657489776611328,6506600.0,11.05529499053955
2000-02-01,16.991819381713867,16.53948974609375,16.834487915039062,16.89348602294922,8373300.0,11.211922645568848
2000-02-02,17.149150848388672,16.736154556274414,16.952486038208008,16.91315269470215,4869000.0,11.224977493286133
2000-02-03,17.109817504882812,16.20516014099121,17.070484161376953,16.657489776611328,7058300.0,11.05529499053955
2000-02-04,16.834487915039062,15.733165740966797,16.677154541015625,16.16582679748535,10730100.0,10.728983879089355
2000-02-07,16.362491607666016,15.831498146057129,16.106828689575195,16.106828689575195,11746500.0,10.689830780029297
2000-02-08,16.24449348449707,15.713499069213867,16.047828674316406,16.047828674316406,7658300.0,10.650674819946289
2000-02-09,16.53948974609375,15.890497207641602,16.32316017150879,15.929830551147461,8769000.0,10.572361946105957
2000-02-10,16.26416015625,15.654500007629395,15.969162940979004,15.77249813079834,5535400.0,10.467941284179688
2000-02-11,16.067495346069336,14.966174125671387,15.77249813079834,15.221837997436523,6336900.0,10.1024751663208
2000-02-14,16.20516014099121,15.359502792358398,15.359502792358398,15.831498146057129,7424400.0,10.507099151611328
2000-02-15,16.6378231048584,15.615166664123535,15.929830551147461,16.50015640258789,10315700.0,10.950870513916016
